id,age,department,distancefromhome,education,employeecount,gender,jobrole,job_satisfaction,marital_status,monthly_income,num_companies_worked,performancerating,total_working_years,work_life_balance,years_at_company,years_since_last_promotion
516,35,Research & Development,3,Bachelor,1,Male,Laboratory Technician,High,Married,1281,1,Excellent,1,Better,1,0
517,23,Research & Development,4,Bachelor,1,Male,Research Scientist,Low,Married,2819,2,Excellent,5,Best,3,0
518,25,Sales,8,Bachelor,1,Male,Sales Executive,Medium,Married,4851,0,Outstanding,4,Better,3,1
519,38,Sales,7,Master,1,Female,Sales Executive,Very High,Single,4028,0,Outstanding,8,Better,7,0
520,29,Research & Development,1,Master,1,Male,Research Scientist,Very High,Divorced,2720,1,Excellent,10,Better,10,2
521,48,Sales,2,Below College,1,Male,Sales Executive,Medium,Married,8120,3,Excellent,12,Better,2,2
522,27,Sales,3,Below College,1,Female,Sales Executive,Very High,Divorced,4647,1,Outstanding,6,Better,6,0
523,37,Research & Development,10,College,1,Male,Research Scientist,Very High,Single,4680,3,Excellent,4,Better,1,0
524,50,Research & Development,28,Below College,1,Male,Laboratory Technician,High,Married,3221,1,Excellent,20,Better,20,3
525,34,Research & Development,9,Bachelor,1,Female,Healthcare Representative,Medium,Single,8621,1,Excellent,9,Best,8,7
526,24,Sales,3,College,1,Female,Sales Executive,High,Single,4577,9,Excellent,4,Better,2,2
527,39,Research & Development,2,Master,1,Female,Healthcare Representative,High,Single,4553,1,Excellent,20,Better,20,11
528,32,Sales,10,Bachelor,1,Male,Sales Executive,Very High,Single,5396,1,Excellent,10,Good,10,0
529,50,Sales,8,College,1,Male,Sales Executive,High,Married,6796,3,Excellent,18,Better,4,1
530,38,Research & Development,1,Master,1,Female,Healthcare Representative,Very High,Single,7625,0,Excellent,10,Good,9,1
531,27,Research & Development,1,College,1,Female,Manufacturing Director,Low,Married,7412,1,Excellent,9,Better,9,0
532,32,Research & Development,3,College,1,Female,Research Director,Very High,Single,11159,3,Excellent,10,Better,7,7
533,47,Sales,14,Master,1,Male,Sales Executive,Low,Single,4960,2,Excellent,20,Better,7,1
534,40,Sales,5,Master,1,Male,Sales Executive,Low,Married,10475,5,Outstanding,20,Better,18,1
535,53,Research & Development,7,Bachelor,1,Male,Research Director,High,Married,14814,3,Excellent,32,Better,5,1
536,41,Human Resources,10,Master,1,Male,Manager,Very High,Divorced,19141,3,Excellent,23,Good,21,12
537,60,Sales,16,Master,1,Male,Sales Executive,Low,Single,5405,8,Excellent,10,Better,2,2
538,27,Research & Development,10,College,1,Male,Manufacturing Director,Low,Divorced,8793,1,Outstanding,9,Good,9,1
539,41,Human Resources,1,Bachelor,1,Male,Manager,High,Married,19189,1,Excellent,22,Better,22,2
540,50,Sales,8,Master,1,Male,Sales Representative,Medium,Married,3875,7,Excellent,4,Better,2,2
541,28,Research & Development,1,College,1,Female,Research Scientist,Medium,Single,2216,7,Excellent,10,Better,7,3
542,36,Research & Development,8,Bachelor,1,Female,Research Director,Low,Married,11713,9,Excellent,10,Better,8,0
543,38,Research & Development,1,Bachelor,1,Female,Manufacturing Director,High,Single,7861,4,Excellent,10,Best,1,0
544,44,Research & Development,24,Bachelor,1,Male,Laboratory Technician,High,Single,3708,2,Excellent,9,Better,5,1
545,47,Sales,3,Bachelor,1,Female,Sales Executive,High,Divorced,13770,9,Excellent,28,Good,22,11
546,30,Sales,27,Doctor,1,Male,Sales Executive,Very High,Divorced,5304,7,Outstanding,10,Good,8,7
547,29,Sales,10,Bachelor,1,Male,Sales Representative,High,Single,2642,1,Excellent,1,Better,1,0
548,42,Research & Development,19,Bachelor,1,Male,Research Scientist,High,Divorced,2759,6,Excellent,7,Better,2,2
549,43,Sales,15,Bachelor,1,Male,Sales Executive,Very High,Married,6804,3,Excellent,7,Better,2,2
550,34,Research & Development,8,College,1,Female,Healthcare Representative,High,Single,6142,3,Excellent,10,Better,5,4
551,23,Research & Development,9,Below College,1,Male,Laboratory Technician,Low,Married,2500,1,Excellent,5,Best,4,0
552,39,Human Resources,3,Bachelor,1,Female,Human Resources,Medium,Married,6389,9,Excellent,12,Bad,8,3
553,56,Research & Development,9,Bachelor,1,Male,Healthcare Representative,Very High,Married,11103,7,Excellent,30,Good,10,1
554,40,Research & Development,2,Below College,1,Female,Research Scientist,Very High,Single,2342,0,Outstanding,5,Good,4,2
555,27,Research & Development,7,Bachelor,1,Female,Healthcare Representative,Low,Single,6811,8,Excellent,9,Bad,7,0
556,29,Sales,10,Bachelor,1,Male,Sales Representative,Medium,Divorced,2297,1,Excellent,2,Better,2,2
557,53,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Very High,Single,2450,2,Excellent,19,Better,2,2
558,35,Research & Development,2,Master,1,Female,Healthcare Representative,Low,Divorced,5093,2,Excellent,16,Best,1,0
559,32,Research & Development,24,Master,1,Male,Laboratory Technician,Very High,Married,5309,1,Excellent,10,Better,10,4
560,38,Research & Development,2,Doctor,1,Male,Research Scientist,High,Married,3057,6,Excellent,6,Bad,1,0
561,34,Research & Development,8,Doctor,1,Female,Manufacturing Director,Low,Divorced,5121,3,Excellent,7,Better,0,0
562,52,Sales,3,Master,1,Male,Manager,Low,Married,16856,1,Excellent,34,Best,34,1
563,33,Research & Development,1,Master,1,Male,Research Scientist,Very High,Single,2686,1,Excellent,10,Good,10,7
564,25,Sales,26,Below College,1,Female,Sales Executive,Very High,Single,6180,1,Outstanding,6,Good,6,1
565,45,Sales,2,College,1,Male,Sales Representative,High,Single,6632,0,Excellent,9,Better,8,3
566,23,Research & Development,10,Below College,1,Male,Research Scientist,High,Single,3505,1,Excellent,2,Better,2,0
567,47,Sales,27,College,1,Female,Sales Executive,High,Single,6397,4,Excellent,8,Better,5,1
568,34,Sales,2,Bachelor,1,Male,Sales Executive,Very High,Single,6274,1,Outstanding,6,Better,6,1
569,55,Research & Development,2,Bachelor,1,Male,Manager,Low,Married,19859,5,Excellent,24,Better,5,1
570,36,Sales,8,Master,1,Male,Sales Executive,Low,Single,7587,1,Excellent,10,Better,10,0
571,52,Research & Development,19,Master,1,Male,Research Scientist,Very High,Married,4258,0,Excellent,5,Better,4,1
572,26,Research & Development,1,College,1,Female,Laboratory Technician,Very High,Divorced,4364,3,Excellent,5,Better,2,2
573,29,Research & Development,27,Bachelor,1,Female,Healthcare Representative,High,Married,4335,4,Excellent,11,Good,8,1
574,26,Sales,8,Bachelor,1,Male,Sales Executive,Low,Single,5326,6,Excellent,6,Good,4,1
575,34,Research & Development,1,Master,1,Female,Research Scientist,Very High,Single,3280,2,Excellent,10,Better,4,1
576,54,Research & Development,19,Master,1,Female,Manufacturing Director,Low,Divorced,5485,9,Excellent,9,Better,5,1
577,27,Sales,8,Below College,1,Male,Sales Executive,Very High,Married,4342,0,Excellent,5,Better,4,1
578,37,Research & Development,10,Below College,1,Female,Research Scientist,Low,Divorced,2782,0,Excellent,6,Good,5,4
579,38,Research & Development,2,Master,1,Female,Manufacturing Director,Low,Single,5980,6,Excellent,17,Better,15,4
580,34,Research & Development,2,Master,1,Female,Research Scientist,Low,Single,4381,1,Excellent,6,Better,6,1
581,35,Sales,8,Master,1,Female,Sales Representative,Very High,Married,2572,1,Excellent,3,Good,3,0
582,30,Research & Development,1,Bachelor,1,Male,Laboratory Technician,High,Married,3833,3,Outstanding,7,Better,2,0
583,40,Research & Development,2,College,1,Female,Healthcare Representative,Medium,Married,4244,1,Outstanding,8,Better,8,3
584,34,Sales,8,College,1,Female,Sales Executive,Low,Married,6500,5,Excellent,6,Better,3,1
585,42,Research & Development,8,Bachelor,1,Male,Manager,Very High,Divorced,18430,1,Excellent,24,Good,24,14
586,23,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Low,Married,1601,1,Outstanding,1,Better,0,0
587,24,Research & Development,9,Bachelor,1,Male,Laboratory Technician,Medium,Divorced,2694,1,Excellent,1,Better,1,0
588,52,Research & Development,11,Master,1,Female,Laboratory Technician,High,Married,3149,8,Outstanding,9,Better,5,1
589,50,Research & Development,2,Bachelor,1,Male,Research Director,High,Married,17639,5,Excellent,30,Better,4,0
590,29,Research & Development,1,College,1,Female,Laboratory Technician,Low,Married,2319,1,Excellent,1,Better,1,0
591,33,Research & Development,7,Bachelor,1,Male,Research Director,High,Married,11691,0,Excellent,14,Best,13,3
592,33,Sales,16,Bachelor,1,Female,Sales Executive,Low,Single,5324,5,Excellent,6,Better,3,0
593,47,Research & Development,2,College,1,Female,Manager,Very High,Married,16752,1,Excellent,26,Good,26,3
594,36,Research & Development,1,Bachelor,1,Female,Manufacturing Director,Medium,Married,5228,0,Excellent,10,Better,9,0
595,29,Research & Development,23,College,1,Male,Research Scientist,High,Married,2700,1,Outstanding,10,Better,10,0
596,58,Research & Development,2,Master,1,Male,Research Director,Medium,Single,19246,7,Excellent,40,Better,31,13
597,35,Research & Development,1,Master,1,Female,Research Scientist,High,Single,2506,3,Excellent,7,Better,2,2
598,42,Research & Development,1,College,1,Female,Manufacturing Director,Very High,Married,6062,9,Excellent,8,Better,4,0
599,28,Research & Development,2,Master,1,Male,Research Scientist,High,Single,4382,6,Excellent,5,Good,2,2
600,36,Human Resources,13,Bachelor,1,Male,Human Resources,Medium,Married,2143,4,Excellent,8,Better,5,0
601,32,Research & Development,4,Bachelor,1,Female,Manufacturing Director,High,Married,6162,1,Excellent,14,Better,14,6
602,40,Research & Development,16,Master,1,Male,Laboratory Technician,High,Single,5094,6,Excellent,10,Better,1,0
603,30,Research & Development,2,Bachelor,1,Female,Manufacturing Director,Very High,Single,6877,5,Outstanding,12,Good,0,0
604,45,Research & Development,2,Bachelor,1,Female,Research Scientist,High,Single,2274,1,Excellent,1,Better,1,0
605,42,Research & Development,29,Bachelor,1,Male,Manufacturing Director,Medium,Married,4434,1,Excellent,10,Good,9,7
606,38,Research & Development,12,Bachelor,1,Male,Healthcare Representative,Low,Divorced,6288,2,Excellent,13,Good,4,1
607,34,Research & Development,16,Master,1,Female,Research Scientist,Very High,Single,2553,1,Excellent,6,Better,5,1
608,49,Sales,11,Bachelor,1,Female,Sales Executive,Very High,Married,7654,1,Excellent,9,Best,9,7
609,55,Sales,2,Below College,1,Male,Sales Executive,Very High,Single,5160,4,Excellent,12,Good,9,7
610,43,Research & Development,14,College,1,Male,Research Director,Low,Married,17159,6,Outstanding,22,Better,4,1
611,27,Research & Development,5,Below College,1,Male,Research Director,Very High,Divorced,12808,1,Excellent,9,Better,9,0
612,35,Research & Development,7,Bachelor,1,Male,Manufacturing Director,High,Single,10221,3,Outstanding,17,Best,8,1
613,28,Sales,2,Master,1,Female,Sales Executive,Medium,Married,4779,1,Outstanding,8,Better,8,7
614,34,Human Resources,3,College,1,Male,Human Resources,Very High,Married,3737,0,Excellent,4,Bad,3,0
615,26,Research & Development,5,College,1,Female,Research Scientist,High,Married,2366,1,Excellent,8,Better,8,1
616,27,Research & Development,3,Bachelor,1,Male,Research Scientist,Very High,Married,1706,1,Excellent,0,Good,0,0
617,51,Sales,26,Master,1,Female,Manager,High,Married,16307,2,Excellent,29,Good,20,4
618,44,Research & Development,4,Bachelor,1,Male,Healthcare Representative,Medium,Single,5933,9,Excellent,10,Good,5,2
619,25,Research & Development,2,Below College,1,Male,Research Scientist,Low,Single,3424,7,Excellent,6,Good,4,0
620,33,Sales,1,Bachelor,1,Male,Sales Executive,Low,Divorced,4037,1,Outstanding,9,Better,9,0
621,35,Research & Development,27,Below College,1,Female,Research Scientist,Low,Single,2559,1,Excellent,6,Good,6,1
622,36,Sales,1,College,1,Male,Sales Executive,Very High,Married,6201,1,Excellent,18,Good,18,4
623,32,Sales,13,Master,1,Male,Sales Executive,Very High,Divorced,4403,2,Excellent,8,Good,5,0
624,30,Research & Development,5,Master,1,Male,Research Scientist,Very High,Divorced,3761,9,Excellent,10,Good,5,0
625,53,Sales,7,College,1,Female,Sales Executive,Very High,Married,10934,7,Excellent,35,Better,5,0
626,45,Sales,9,Bachelor,1,Male,Sales Executive,Low,Divorced,10761,4,Excellent,18,Better,5,0
627,32,Research & Development,8,College,1,Female,Research Scientist,High,Married,5175,5,Excellent,9,Good,5,1
628,52,Research & Development,25,Master,1,Female,Manufacturing Director,Very High,Married,13826,3,Outstanding,31,Better,9,0
629,37,Sales,16,Master,1,Male,Sales Executive,High,Divorced,6334,4,Excellent,9,Better,1,0
630,28,Human Resources,8,College,1,Male,Human Resources,Very High,Divorced,4936,1,Excellent,6,Better,5,0
631,22,Research & Development,1,College,1,Male,Manufacturing Director,Very High,Married,4775,6,Outstanding,4,Bad,2,2
632,44,Research & Development,8,Master,1,Male,Laboratory Technician,Very High,Married,2818,2,Outstanding,10,Good,3,0
633,42,Research & Development,2,Below College,1,Male,Research Scientist,Very High,Single,2515,5,Excellent,8,Better,2,2
634,36,Human Resources,8,Bachelor,1,Male,Human Resources,Low,Married,2342,0,Outstanding,6,Better,5,0
635,25,Sales,3,Below College,1,Male,Sales Executive,Low,Married,4194,1,Excellent,5,Better,5,0
636,35,Research & Development,9,Bachelor,1,Female,Manufacturing Director,High,Married,10685,1,Outstanding,17,Better,17,5
637,35,Research & Development,25,Master,1,Female,Research Scientist,Medium,Divorced,2022,1,Excellent,10,Good,10,7
638,32,Research & Development,1,Bachelor,1,Male,Laboratory Technician,Very High,Divorced,2314,0,Excellent,4,Better,3,0
639,25,Sales,4,Below College,1,Male,Sales Executive,Low,Married,4256,1,Excellent,5,Best,5,0
640,49,Research & Development,1,Bachelor,1,Female,Research Scientist,Low,Married,3580,2,Excellent,7,Better,4,0
641,24,Research & Development,4,Below College,1,Male,Laboratory Technician,Very High,Married,3162,0,Excellent,6,Good,5,3
642,32,Sales,5,College,1,Male,Sales Executive,Medium,Married,6524,1,Excellent,10,Better,10,5
643,38,Sales,9,Bachelor,1,Male,Sales Representative,Medium,Married,2899,0,Excellent,3,Better,2,1
644,42,Research & Development,3,Bachelor,1,Female,Laboratory Technician,Very High,Married,5231,2,Excellent,17,Good,5,1
645,31,Research & Development,11,Master,1,Male,Research Scientist,Very High,Married,2356,3,Excellent,8,Better,6,0
646,29,Sales,1,Bachelor,1,Female,Sales Representative,High,Divorced,2800,6,Excellent,5,Better,3,0
647,53,Sales,8,Bachelor,1,Male,Sales Executive,Very High,Married,11836,5,Excellent,28,Better,2,2
648,35,Research & Development,25,Bachelor,1,Male,Manufacturing Director,Medium,Married,10903,3,Excellent,16,Better,13,4
649,37,Sales,21,College,1,Female,Sales Representative,Very High,Married,2973,5,Excellent,10,Better,5,0
650,53,Research & Development,23,Master,1,Female,Research Director,Very High,Single,14275,6,Excellent,33,Better,12,3
651,43,Research & Development,1,Bachelor,1,Female,Healthcare Representative,Very High,Married,5562,4,Excellent,12,Good,5,2
652,47,Sales,2,College,1,Female,Sales Executive,Very High,Married,4537,0,Outstanding,8,Better,7,7
653,37,Sales,19,College,1,Male,Sales Executive,Medium,Single,7642,1,Excellent,10,Better,10,0
654,50,Research & Development,2,Master,1,Male,Manager,Low,Divorced,17924,1,Excellent,31,Better,31,14
655,39,Human Resources,2,Bachelor,1,Female,Human Resources,Very High,Married,5204,8,Excellent,13,Better,5,0
656,33,Human Resources,3,College,1,Male,Human Resources,Medium,Divorced,2277,3,Excellent,7,Best,4,0
657,32,Research & Development,25,Master,1,Male,Laboratory Technician,Very High,Single,2795,1,Outstanding,1,Bad,1,0
658,29,Research & Development,7,Below College,1,Female,Laboratory Technician,Very High,Divorced,2532,6,Excellent,8,Better,4,0
659,44,Research & Development,9,College,1,Male,Research Scientist,Low,Married,2559,1,Excellent,8,Better,8,7
660,28,Sales,5,Master,1,Male,Sales Executive,Very High,Single,4908,1,Excellent,4,Better,4,0
661,58,Research & Development,2,Below College,1,Male,Laboratory Technician,Very High,Divorced,2380,9,Excellent,3,Good,1,0
662,43,Research & Development,8,Bachelor,1,Female,Manufacturing Director,Medium,Divorced,4765,4,Outstanding,4,Best,1,0
663,20,Sales,2,Bachelor,1,Female,Sales Representative,High,Single,2044,1,Excellent,2,Good,2,0
664,21,Research & Development,18,Below College,1,Female,Research Scientist,Very High,Single,2693,1,Excellent,1,Good,1,0
665,36,Research & Development,14,Below College,1,Male,Healthcare Representative,Very High,Married,6586,0,Excellent,17,Good,16,4
666,47,Sales,2,Master,1,Female,Sales Representative,Very High,Single,3294,1,Excellent,3,Good,3,1
667,22,Research & Development,3,Below College,1,Female,Manufacturing Director,High,Married,4171,0,Excellent,4,Best,3,0
668,41,Research & Development,2,Master,1,Female,Laboratory Technician,Very High,Divorced,2778,4,Excellent,10,Good,7,1
669,28,Research & Development,9,Bachelor,1,Female,Research Scientist,High,Divorced,2377,5,Excellent,6,Better,2,2
670,39,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Low,Married,2404,7,Outstanding,8,Bad,2,2
671,27,Research & Development,4,Bachelor,1,Female,Research Scientist,High,Single,2318,1,Excellent,1,Better,1,0
672,34,Research & Development,10,Bachelor,1,Male,Laboratory Technician,Medium,Divorced,2008,1,Excellent,1,Better,1,1
673,42,Sales,14,College,1,Female,Sales Executive,High,Single,6244,7,Excellent,10,Better,5,0
674,33,Research & Development,1,Master,1,Male,Research Scientist,Low,Single,2799,3,Excellent,6,Better,3,0
675,58,Research & Development,5,Bachelor,1,Female,Healthcare Representative,Medium,Divorced,10552,2,Excellent,24,Better,6,0
676,31,Sales,7,Master,1,Male,Sales Representative,High,Married,2329,3,Excellent,13,Best,7,5
677,35,Research & Development,21,Below College,1,Female,Healthcare Representative,Very High,Married,4014,1,Outstanding,10,Bad,10,0
678,49,Research & Development,8,College,1,Female,Laboratory Technician,Medium,Married,7403,4,Excellent,29,Good,26,1
679,48,Research & Development,20,Master,1,Male,Research Scientist,High,Married,2259,4,Excellent,13,Good,0,0
680,31,Sales,20,College,1,Female,Sales Executive,High,Married,6932,1,Excellent,9,Good,9,0
681,36,Research & Development,7,Master,1,Male,Research Scientist,Very High,Single,4678,2,Excellent,8,Better,6,0
682,38,Research & Development,1,Bachelor,1,Female,Research Director,Low,Married,13582,1,Excellent,15,Better,15,5
683,32,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Medium,Married,2332,6,Outstanding,5,Better,3,0
684,25,Sales,19,College,1,Male,Sales Representative,Medium,Married,2413,1,Excellent,1,Better,1,0
685,40,Sales,10,Master,1,Male,Sales Executive,Medium,Divorced,9705,2,Excellent,11,Good,1,0
686,26,Sales,1,Bachelor,1,Male,Sales Executive,Low,Single,4294,1,Excellent,7,Better,7,0
687,41,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Low,Single,4721,2,Excellent,20,Better,18,2
688,36,Research & Development,2,Master,1,Male,Laboratory Technician,High,Single,2519,4,Outstanding,16,Better,11,3
689,19,Sales,21,Bachelor,1,Male,Sales Representative,Medium,Single,2121,1,Excellent,1,Best,1,0
690,20,Research & Development,4,Bachelor,1,Male,Laboratory Technician,Low,Single,2973,1,Excellent,1,Better,1,0
691,31,Research & Development,12,Bachelor,1,Female,Healthcare Representative,Very High,Married,5855,0,Excellent,10,Bad,9,8
692,40,Research & Development,9,Master,1,Male,Research Scientist,Medium,Divorced,3617,8,Excellent,3,Better,1,0
693,32,Research & Development,3,Master,1,Female,Manufacturing Director,Low,Married,6725,1,Excellent,8,Best,8,6
694,36,Sales,3,Below College,1,Male,Sales Executive,Very High,Married,10325,1,Excellent,16,Better,16,3
695,33,Research & Development,1,Bachelor,1,Female,Healthcare Representative,Very High,Single,6949,0,Excellent,6,Better,5,1
696,37,Sales,1,Master,1,Male,Sales Executive,High,Married,10609,5,Excellent,17,Bad,14,11
697,45,Research & Development,4,College,1,Male,Laboratory Technician,Medium,Married,4447,1,Excellent,9,Good,9,0
698,29,Sales,20,Bachelor,1,Female,Sales Representative,Very High,Married,2157,1,Excellent,3,Better,3,0
699,35,Sales,18,Bachelor,1,Female,Sales Executive,High,Married,4601,1,Excellent,5,Better,5,1
700,52,Research & Development,1,College,1,Male,Manager,Very High,Married,17099,2,Excellent,26,Good,9,7
701,58,Research & Development,2,Bachelor,1,Male,Research Scientist,High,Single,2479,4,Outstanding,7,Better,1,0
702,53,Sales,2,College,1,Male,Manager,High,Divorced,14852,6,Excellent,22,Best,17,15
703,30,Sales,8,College,1,Male,Sales Executive,High,Divorced,7264,5,Excellent,10,Best,8,7
704,38,Sales,10,Bachelor,1,Female,Sales Executive,Very High,Single,5666,1,Excellent,6,Better,5,1
705,35,Sales,3,Master,1,Male,Sales Executive,Very High,Divorced,7823,6,Excellent,12,Better,10,0
706,39,Sales,2,Doctor,1,Male,Sales Executive,High,Single,7880,0,Excellent,9,Better,8,0
707,40,Sales,24,Bachelor,1,Female,Sales Executive,Medium,Single,13194,4,Excellent,22,Good,1,0
708,47,Research & Development,16,Master,1,Male,Manufacturing Director,High,Divorced,5067,1,Excellent,20,Best,19,2
709,36,Sales,8,Master,1,Male,Sales Executive,Very High,Divorced,5079,4,Excellent,12,Better,7,0
710,31,Research & Development,9,College,1,Male,Research Scientist,Low,Single,2321,0,Outstanding,4,Better,3,1
711,33,Sales,17,Bachelor,1,Male,Manager,High,Single,17444,1,Excellent,10,Better,10,6
712,29,Research & Development,10,Bachelor,1,Female,Research Scientist,Low,Single,2404,6,Outstanding,3,Better,0,0
713,33,Research & Development,13,Below College,1,Female,Research Scientist,Very High,Single,3452,3,Excellent,5,Better,3,0
714,45,Research & Development,1,Master,1,Female,Laboratory Technician,Very High,Divorced,2270,3,Excellent,8,Better,5,0
715,50,Research & Development,1,College,1,Male,Research Director,Very High,Divorced,17399,9,Outstanding,32,Good,5,1
716,33,Research & Development,1,Master,1,Female,Healthcare Representative,Medium,Married,5488,1,Excellent,6,Better,6,1
717,41,Research & Development,9,Bachelor,1,Male,Research Director,High,Divorced,19419,2,Excellent,21,Best,18,0
718,27,Research & Development,16,Master,1,Female,Laboratory Technician,Medium,Married,2811,9,Excellent,4,Better,2,2
719,45,Research & Development,23,College,1,Male,Laboratory Technician,Low,Married,3633,1,Excellent,9,Better,9,0
720,47,Sales,4,College,1,Female,Sales Executive,Very High,Single,4163,1,Excellent,9,Better,9,0
721,30,Research & Development,22,Bachelor,1,Female,Research Scientist,High,Married,2132,4,Excellent,7,Better,5,0
722,50,Research & Development,24,Bachelor,1,Male,Manufacturing Director,High,Married,13973,3,Excellent,22,Better,12,1
723,38,Research & Development,10,Below College,1,Male,Research Scientist,High,Married,2684,0,Excellent,3,Good,2,0
724,46,Research & Development,7,College,1,Male,Manufacturing Director,High,Divorced,10845,6,Excellent,13,Better,8,0
725,24,Research & Development,17,Below College,1,Female,Manufacturing Director,High,Divorced,4377,1,Excellent,5,Better,4,3
726,35,Research & Development,14,Master,1,Male,Laboratory Technician,Medium,Divorced,3743,1,Outstanding,5,Bad,4,0
727,31,Research & Development,1,Below College,1,Female,Manufacturing Director,Low,Married,4148,1,Excellent,4,Better,4,0
728,18,Research & Development,5,College,1,Male,Research Scientist,Very High,Single,1051,1,Excellent,0,Better,0,0
729,54,Research & Development,17,Bachelor,1,Female,Manufacturing Director,High,Married,10739,8,Excellent,22,Better,10,0
730,35,Research & Development,25,Master,1,Female,Healthcare Representative,High,Divorced,10388,1,Excellent,16,Good,16,10
731,30,Research & Development,8,College,1,Female,Research Director,Low,Married,11416,0,Excellent,9,Good,8,1
732,20,Research & Development,11,Bachelor,1,Female,Research Scientist,Low,Single,2600,1,Excellent,1,Better,1,0
733,30,Research & Development,5,Bachelor,1,Female,Laboratory Technician,Medium,Single,2422,0,Excellent,4,Better,3,1
734,26,Research & Development,2,College,1,Male,Manufacturing Director,Very High,Married,5472,1,Excellent,8,Better,8,1
735,22,Research & Development,8,Below College,1,Male,Laboratory Technician,Low,Married,2451,1,Excellent,4,Good,4,1
736,48,Research & Development,6,Bachelor,1,Male,Healthcare Representative,High,Single,4240,2,Excellent,19,Better,2,2
737,48,Research & Development,4,Master,1,Male,Healthcare Representative,High,Single,10999,7,Excellent,27,Better,15,4
738,41,Research & Development,7,College,1,Female,Manufacturing Director,High,Single,5003,6,Excellent,8,Better,2,2
739,39,Research & Development,1,Below College,1,Female,Manufacturing Director,Very High,Married,12742,1,Excellent,21,Better,21,11
740,27,Research & Development,2,Master,1,Female,Manufacturing Director,Very High,Married,4227,0,Excellent,4,Better,3,2
741,35,Research & Development,10,Bachelor,1,Male,Laboratory Technician,Very High,Divorced,3917,1,Outstanding,3,Good,3,1
742,42,Sales,5,College,1,Male,Manager,High,Married,18303,6,Excellent,21,Best,1,0
743,50,Research & Development,9,Bachelor,1,Male,Laboratory Technician,Very High,Married,2380,4,Excellent,8,Better,1,0
744,59,Research & Development,2,Bachelor,1,Female,Manufacturing Director,Very High,Single,13726,3,Excellent,30,Better,5,4
745,37,Research & Development,11,College,1,Female,Healthcare Representative,Medium,Married,4777,5,Excellent,15,Bad,1,0
746,55,Research & Development,18,Master,1,Male,Healthcare Representative,Medium,Married,6385,3,Excellent,17,Better,8,6
747,41,Research & Development,7,Below College,1,Female,Research Director,High,Divorced,19973,1,Outstanding,21,Better,21,5
748,38,Sales,3,Master,1,Male,Sales Executive,Very High,Single,6861,8,Excellent,19,Better,1,0
749,26,Sales,29,College,1,Male,Sales Executive,Low,Single,4969,8,Excellent,7,Better,2,2
750,52,Sales,2,Below College,1,Female,Manager,Very High,Married,19845,1,Excellent,33,Better,32,6
751,44,Sales,28,Bachelor,1,Female,Sales Executive,Very High,Married,13320,3,Excellent,23,Better,12,11
752,50,Sales,1,Bachelor,1,Female,Sales Executive,High,Married,6347,0,Excellent,19,Better,18,0
753,36,Research & Development,16,Master,1,Female,Laboratory Technician,Low,Single,2743,1,Excellent,18,Better,17,15
754,39,Research & Development,22,Bachelor,1,Female,Manufacturing Director,Low,Single,10880,1,Excellent,21,Better,21,2
755,33,Sales,8,Below College,1,Female,Sales Representative,Very High,Single,2342,0,Excellent,3,Good,2,2
756,45,Sales,11,College,1,Female,Manager,Very High,Married,17650,3,Excellent,26,Best,9,1
757,32,Research & Development,29,Master,1,Female,Laboratory Technician,High,Single,4025,9,Excellent,10,Better,8,7
758,34,Sales,1,Master,1,Male,Sales Executive,Very High,Divorced,9725,0,Excellent,16,Good,15,0
759,59,Sales,1,College,1,Male,Manager,Very High,Married,11904,3,Excellent,14,Bad,6,0
760,45,Human Resources,24,Master,1,Male,Human Resources,Medium,Single,2177,1,Excellent,6,Better,6,0
761,53,Sales,2,Bachelor,1,Female,Sales Executive,Medium,Married,7525,2,Excellent,30,Better,15,6
762,36,Research & Development,15,Bachelor,1,Male,Laboratory Technician,High,Divorced,4834,7,Excellent,9,Good,1,0
763,26,Research & Development,2,Bachelor,1,Male,Research Scientist,Low,Married,2042,6,Excellent,6,Better,3,1
764,34,Sales,10,Master,1,Female,Sales Representative,High,Married,2220,1,Excellent,1,Better,1,0
765,28,Sales,10,Below College,1,Male,Sales Representative,Medium,Married,1052,1,Outstanding,1,Better,1,0
766,38,Research & Development,3,Master,1,Male,Research Scientist,High,Married,2821,3,Excellent,8,Better,2,2
767,50,Research & Development,2,Master,1,Male,Research Director,High,Married,19237,2,Excellent,29,Good,8,7
768,37,Research & Development,3,Bachelor,1,Female,Healthcare Representative,Medium,Single,4107,3,Excellent,8,Good,4,0
769,40,Sales,26,Bachelor,1,Male,Sales Executive,Low,Married,8396,1,Excellent,8,Good,7,7
770,26,Research & Development,1,Below College,1,Female,Research Scientist,High,Divorced,2007,1,Excellent,5,Better,5,1
771,46,Research & Development,1,Master,1,Male,Research Director,Very High,Divorced,19627,9,Excellent,23,Better,2,2
772,54,Sales,2,Master,1,Female,Sales Executive,High,Married,10686,6,Excellent,13,Better,9,7
773,56,Research & Development,9,Bachelor,1,Female,Research Scientist,High,Married,2942,2,Excellent,18,Better,5,0
774,36,Research & Development,12,Doctor,1,Female,Manufacturing Director,Very High,Single,8858,0,Excellent,15,Good,14,7
