"id","age","department","distance_from_home","education","employee_count","gender","job_role","job_satisfaction","marital_status","monthly_income","yearly_income","num_companies_worked","performance_rating","total_working_years","years_at_company","years_since_last_promotion"
544,44,"Research & Development",24,"Bachelor",1,"Male","Laboratory Technician","High","Single",3708,44496,2,"Excellent",9,5,1
545,47,"Sales",3,"Bachelor",1,"Female","Sales Executive","High","Divorced",13770,165240,9,"Excellent",28,22,11
546,30,"Sales",27,"Doctor",1,"Male","Sales Executive","Very High","Divorced",5304,63648,7,"Outstanding",10,8,7
547,29,"Sales",10,"Bachelor",1,"Male","Sales Representative","High","Single",2642,31704,1,"Excellent",1,1,0
548,42,"Research & Development",19,"Bachelor",1,"Male","Research Scientist","High","Divorced",2759,33108,6,"Excellent",7,2,2
549,43,"Sales",15,"Bachelor",1,"Male","Sales Executive","Very High","Married",6804,81648,3,"Excellent",7,2,2
550,34,"Research & Development",8,"College",1,"Female","Healthcare Representative","High","Single",6142,73704,3,"Excellent",10,5,4
552,39,"Human Resources",3,"Bachelor",1,"Female","Human Resources","Medium","Married",6389,76668,9,"Excellent",12,8,3
553,56,"Research & Development",9,"Bachelor",1,"Male","Healthcare Representative","Very High","Married",11103,133236,7,"Excellent",30,10,1
555,27,"Research & Development",7,"Bachelor",1,"Female","Healthcare Representative","Low","Single",6811,81732,8,"Excellent",9,7,0
556,29,"Sales",10,"Bachelor",1,"Male","Sales Representative","Medium","Divorced",2297,27564,1,"Excellent",2,2,2
557,53,"Research & Development",6,"Bachelor",1,"Male","Laboratory Technician","Very High","Single",2450,29400,2,"Excellent",19,2,2
558,35,"Research & Development",2,"Master",1,"Female","Healthcare Representative","Low","Divorced",5093,61116,2,"Excellent",16,1,0
559,32,"Research & Development",24,"Master",1,"Male","Laboratory Technician","Very High","Married",5309,63708,1,"Excellent",10,10,4
560,38,"Research & Development",2,"Doctor",1,"Male","Research Scientist","High","Married",3057,36684,6,"Excellent",6,1,0
561,34,"Research & Development",8,"Doctor",1,"Female","Manufacturing Director","Low","Divorced",5121,61452,3,"Excellent",7,0,0
562,52,"Sales",3,"Master",1,"Male","Manager","Low","Married",16856,202272,1,"Excellent",34,34,1
563,33,"Research & Development",1,"Master",1,"Male","Research Scientist","Very High","Single",2686,32232,1,"Excellent",10,10,7
565,45,"Sales",2,"College",1,"Male","Sales Representative","High","Single",6632,79584,0,"Excellent",9,8,3
567,47,"Sales",27,"College",1,"Female","Sales Executive","High","Single",6397,76764,4,"Excellent",8,5,1
568,34,"Sales",2,"Bachelor",1,"Male","Sales Executive","Very High","Single",6274,75288,1,"Outstanding",6,6,1
569,55,"Research & Development",2,"Bachelor",1,"Male","Manager","Low","Married",19859,238308,5,"Excellent",24,5,1
570,36,"Sales",8,"Master",1,"Male","Sales Executive","Low","Single",7587,91044,1,"Excellent",10,10,0
571,52,"Research & Development",19,"Master",1,"Male","Research Scientist","Very High","Married",4258,51096,0,"Excellent",5,4,1
572,26,"Research & Development",1,"College",1,"Female","Laboratory Technician","Very High","Divorced",4364,52368,3,"Excellent",5,2,2
573,29,"Research & Development",27,"Bachelor",1,"Female","Healthcare Representative","High","Married",4335,52020,4,"Excellent",11,8,1
574,26,"Sales",8,"Bachelor",1,"Male","Sales Executive","Low","Single",5326,63912,6,"Excellent",6,4,1
575,34,"Research & Development",1,"Master",1,"Female","Research Scientist","Very High","Single",3280,39360,2,"Excellent",10,4,1
576,54,"Research & Development",19,"Master",1,"Female","Manufacturing Director","Low","Divorced",5485,65820,9,"Excellent",9,5,1
579,38,"Research & Development",2,"Master",1,"Female","Manufacturing Director","Low","Single",5980,71760,6,"Excellent",17,15,4
580,34,"Research & Development",2,"Master",1,"Female","Research Scientist","Low","Single",4381,52572,1,"Excellent",6,6,1
581,35,"Sales",8,"Master",1,"Female","Sales Representative","Very High","Married",2572,30864,1,"Excellent",3,3,0
582,30,"Research & Development",1,"Bachelor",1,"Male","Laboratory Technician","High","Married",3833,45996,3,"Outstanding",7,2,0
583,40,"Research & Development",2,"College",1,"Female","Healthcare Representative","Medium","Married",4244,50928,1,"Outstanding",8,8,3
584,34,"Sales",8,"College",1,"Female","Sales Executive","Low","Married",6500,78000,5,"Excellent",6,3,1
585,42,"Research & Development",8,"Bachelor",1,"Male","Manager","Very High","Divorced",18430,221160,1,"Excellent",24,24,14
586,23,"Research & Development",6,"Bachelor",1,"Male","Laboratory Technician","Low","Married",1601,19212,1,"Outstanding",1,0,0
587,24,"Research & Development",9,"Bachelor",1,"Male","Laboratory Technician","Medium","Divorced",2694,32328,1,"Excellent",1,1,0
588,52,"Research & Development",11,"Master",1,"Female","Laboratory Technician","High","Married",3149,37788,8,"Outstanding",9,5,1
589,50,"Research & Development",2,"Bachelor",1,"Male","Research Director","High","Married",17639,211668,5,"Excellent",30,4,0
590,29,"Research & Development",1,"College",1,"Female","Laboratory Technician","Low","Married",2319,27828,1,"Excellent",1,1,0
591,33,"Research & Development",7,"Bachelor",1,"Male","Research Director","High","Married",11691,140292,0,"Excellent",14,13,3
592,33,"Sales",16,"Bachelor",1,"Female","Sales Executive","Low","Single",5324,63888,5,"Excellent",6,3,0
593,47,"Research & Development",2,"College",1,"Female","Manager","Very High","Married",16752,201024,1,"Excellent",26,26,3
594,36,"Research & Development",1,"Bachelor",1,"Female","Manufacturing Director","Medium","Married",5228,62736,0,"Excellent",10,9,0
595,29,"Research & Development",23,"College",1,"Male","Research Scientist","High","Married",2700,32400,1,"Outstanding",10,10,0
596,58,"Research & Development",2,"Master",1,"Male","Research Director","Medium","Single",19246,230952,7,"Excellent",40,31,13
597,35,"Research & Development",1,"Master",1,"Female","Research Scientist","High","Single",2506,30072,3,"Excellent",7,2,2
598,42,"Research & Development",1,"College",1,"Female","Manufacturing Director","Very High","Married",6062,72744,9,"Excellent",8,4,0
599,28,"Research & Development",2,"Master",1,"Male","Research Scientist","High","Single",4382,52584,6,"Excellent",5,2,2
600,36,"Human Resources",13,"Bachelor",1,"Male","Human Resources","Medium","Married",2143,25716,4,"Excellent",8,5,0
601,32,"Research & Development",4,"Bachelor",1,"Female","Manufacturing Director","High","Married",6162,73944,1,"Excellent",14,14,6
602,40,"Research & Development",16,"Master",1,"Male","Laboratory Technician","High","Single",5094,61128,6,"Excellent",10,1,0
603,30,"Research & Development",2,"Bachelor",1,"Female","Manufacturing Director","Very High","Single",6877,82524,5,"Outstanding",12,0,0
604,45,"Research & Development",2,"Bachelor",1,"Female","Research Scientist","High","Single",2274,27288,1,"Excellent",1,1,0
605,42,"Research & Development",29,"Bachelor",1,"Male","Manufacturing Director","Medium","Married",4434,53208,1,"Excellent",10,9,7
606,38,"Research & Development",12,"Bachelor",1,"Male","Healthcare Representative","Low","Divorced",6288,75456,2,"Excellent",13,4,1
607,34,"Research & Development",16,"Master",1,"Female","Research Scientist","Very High","Single",2553,30636,1,"Excellent",6,5,1
608,49,"Sales",11,"Bachelor",1,"Female","Sales Executive","Very High","Married",7654,91848,1,"Excellent",9,9,7
610,43,"Research & Development",14,"College",1,"Male","Research Director","Low","Married",17159,205908,6,"Outstanding",22,4,1
612,35,"Research & Development",7,"Bachelor",1,"Male","Manufacturing Director","High","Single",10221,122652,3,"Outstanding",17,8,1
613,28,"Sales",2,"Master",1,"Female","Sales Executive","Medium","Married",4779,57348,1,"Outstanding",8,8,7
614,34,"Human Resources",3,"College",1,"Male","Human Resources","Very High","Married",3737,44844,0,"Excellent",4,3,0
615,26,"Research & Development",5,"College",1,"Female","Research Scientist","High","Married",2366,28392,1,"Excellent",8,8,1
616,27,"Research & Development",3,"Bachelor",1,"Male","Research Scientist","Very High","Married",1706,20472,1,"Excellent",0,0,0
617,51,"Sales",26,"Master",1,"Female","Manager","High","Married",16307,195684,2,"Excellent",29,20,4
618,44,"Research & Development",4,"Bachelor",1,"Male","Healthcare Representative","Medium","Single",5933,71196,9,"Excellent",10,5,2
620,33,"Sales",1,"Bachelor",1,"Male","Sales Executive","Low","Divorced",4037,48444,1,"Outstanding",9,9,0
622,36,"Sales",1,"College",1,"Male","Sales Executive","Very High","Married",6201,74412,1,"Excellent",18,18,4
623,32,"Sales",13,"Master",1,"Male","Sales Executive","Very High","Divorced",4403,52836,2,"Excellent",8,5,0
624,30,"Research & Development",5,"Master",1,"Male","Research Scientist","Very High","Divorced",3761,45132,9,"Excellent",10,5,0
625,53,"Sales",7,"College",1,"Female","Sales Executive","Very High","Married",10934,131208,7,"Excellent",35,5,0
626,45,"Sales",9,"Bachelor",1,"Male","Sales Executive","Low","Divorced",10761,129132,4,"Excellent",18,5,0
627,32,"Research & Development",8,"College",1,"Female","Research Scientist","High","Married",5175,62100,5,"Excellent",9,5,1
628,52,"Research & Development",25,"Master",1,"Female","Manufacturing Director","Very High","Married",13826,165912,3,"Outstanding",31,9,0
629,37,"Sales",16,"Master",1,"Male","Sales Executive","High","Divorced",6334,76008,4,"Excellent",9,1,0
630,28,"Human Resources",8,"College",1,"Male","Human Resources","Very High","Divorced",4936,59232,1,"Excellent",6,5,0
631,22,"Research & Development",1,"College",1,"Male","Manufacturing Director","Very High","Married",4775,57300,6,"Outstanding",4,2,2
632,44,"Research & Development",8,"Master",1,"Male","Laboratory Technician","Very High","Married",2818,33816,2,"Outstanding",10,3,0
634,36,"Human Resources",8,"Bachelor",1,"Male","Human Resources","Low","Married",2342,28104,0,"Outstanding",6,5,0
636,35,"Research & Development",9,"Bachelor",1,"Female","Manufacturing Director","High","Married",10685,128220,1,"Outstanding",17,17,5
637,35,"Research & Development",25,"Master",1,"Female","Research Scientist","Medium","Divorced",2022,24264,1,"Excellent",10,10,7
638,32,"Research & Development",1,"Bachelor",1,"Male","Laboratory Technician","Very High","Divorced",2314,27768,0,"Excellent",4,3,0
640,49,"Research & Development",1,"Bachelor",1,"Female","Research Scientist","Low","Married",3580,42960,2,"Excellent",7,4,0
642,32,"Sales",5,"College",1,"Male","Sales Executive","Medium","Married",6524,78288,1,"Excellent",10,10,5
643,38,"Sales",9,"Bachelor",1,"Male","Sales Representative","Medium","Married",2899,34788,0,"Excellent",3,2,1
644,42,"Research & Development",3,"Bachelor",1,"Female","Laboratory Technician","Very High","Married",5231,62772,2,"Excellent",17,5,1
645,31,"Research & Development",11,"Master",1,"Male","Research Scientist","Very High","Married",2356,28272,3,"Excellent",8,6,0
646,29,"Sales",1,"Bachelor",1,"Female","Sales Representative","High","Divorced",2800,33600,6,"Excellent",5,3,0
647,53,"Sales",8,"Bachelor",1,"Male","Sales Executive","Very High","Married",11836,142032,5,"Excellent",28,2,2
648,35,"Research & Development",25,"Bachelor",1,"Male","Manufacturing Director","Medium","Married",10903,130836,3,"Excellent",16,13,4
649,37,"Sales",21,"College",1,"Female","Sales Representative","Very High","Married",2973,35676,5,"Excellent",10,5,0
650,53,"Research & Development",23,"Master",1,"Female","Research Director","Very High","Single",14275,171300,6,"Excellent",33,12,3
651,43,"Research & Development",1,"Bachelor",1,"Female","Healthcare Representative","Very High","Married",5562,66744,4,"Excellent",12,5,2
652,47,"Sales",2,"College",1,"Female","Sales Executive","Very High","Married",4537,54444,0,"Outstanding",8,7,7
653,37,"Sales",19,"College",1,"Male","Sales Executive","Medium","Single",7642,91704,1,"Excellent",10,10,0
654,50,"Research & Development",2,"Master",1,"Male","Manager","Low","Divorced",17924,215088,1,"Excellent",31,31,14
655,39,"Human Resources",2,"Bachelor",1,"Female","Human Resources","Very High","Married",5204,62448,8,"Excellent",13,5,0
656,33,"Human Resources",3,"College",1,"Male","Human Resources","Medium","Divorced",2277,27324,3,"Excellent",7,4,0
657,32,"Research & Development",25,"Master",1,"Male","Laboratory Technician","Very High","Single",2795,33540,1,"Outstanding",1,1,0
659,44,"Research & Development",9,"College",1,"Male","Research Scientist","Low","Married",2559,30708,1,"Excellent",8,8,7
660,28,"Sales",5,"Master",1,"Male","Sales Executive","Very High","Single",4908,58896,1,"Excellent",4,4,0
662,43,"Research & Development",8,"Bachelor",1,"Female","Manufacturing Director","Medium","Divorced",4765,57180,4,"Outstanding",4,1,0
663,20,"Sales",2,"Bachelor",1,"Female","Sales Representative","High","Single",2044,24528,1,"Excellent",2,2,0
666,47,"Sales",2,"Master",1,"Female","Sales Representative","Very High","Single",3294,39528,1,"Excellent",3,3,1
668,41,"Research & Development",2,"Master",1,"Female","Laboratory Technician","Very High","Divorced",2778,33336,4,"Excellent",10,7,1
669,28,"Research & Development",9,"Bachelor",1,"Female","Research Scientist","High","Divorced",2377,28524,5,"Excellent",6,2,2
670,39,"Research & Development",6,"Bachelor",1,"Male","Laboratory Technician","Low","Married",2404,28848,7,"Outstanding",8,2,2
671,27,"Research & Development",4,"Bachelor",1,"Female","Research Scientist","High","Single",2318,27816,1,"Excellent",1,1,0
672,34,"Research & Development",10,"Bachelor",1,"Male","Laboratory Technician","Medium","Divorced",2008,24096,1,"Excellent",1,1,1
673,42,"Sales",14,"College",1,"Female","Sales Executive","High","Single",6244,74928,7,"Excellent",10,5,0
674,33,"Research & Development",1,"Master",1,"Male","Research Scientist","Low","Single",2799,33588,3,"Excellent",6,3,0
675,58,"Research & Development",5,"Bachelor",1,"Female","Healthcare Representative","Medium","Divorced",10552,126624,2,"Excellent",24,6,0
676,31,"Sales",7,"Master",1,"Male","Sales Representative","High","Married",2329,27948,3,"Excellent",13,7,5
678,49,"Research & Development",8,"College",1,"Female","Laboratory Technician","Medium","Married",7403,88836,4,"Excellent",29,26,1
679,48,"Research & Development",20,"Master",1,"Male","Research Scientist","High","Married",2259,27108,4,"Excellent",13,0,0
680,31,"Sales",20,"College",1,"Female","Sales Executive","High","Married",6932,83184,1,"Excellent",9,9,0
681,36,"Research & Development",7,"Master",1,"Male","Research Scientist","Very High","Single",4678,56136,2,"Excellent",8,6,0
682,38,"Research & Development",1,"Bachelor",1,"Female","Research Director","Low","Married",13582,162984,1,"Excellent",15,15,5
683,32,"Research & Development",1,"Bachelor",1,"Female","Laboratory Technician","Medium","Married",2332,27984,6,"Outstanding",5,3,0
684,25,"Sales",19,"College",1,"Male","Sales Representative","Medium","Married",2413,28956,1,"Excellent",1,1,0
685,40,"Sales",10,"Master",1,"Male","Sales Executive","Medium","Divorced",9705,116460,2,"Excellent",11,1,0
686,26,"Sales",1,"Bachelor",1,"Male","Sales Executive","Low","Single",4294,51528,1,"Excellent",7,7,0
687,41,"Research & Development",6,"Bachelor",1,"Male","Laboratory Technician","Low","Single",4721,56652,2,"Excellent",20,18,2
688,36,"Research & Development",2,"Master",1,"Male","Laboratory Technician","High","Single",2519,30228,4,"Outstanding",16,11,3
689,19,"Sales",21,"Bachelor",1,"Male","Sales Representative","Medium","Single",2121,25452,1,"Excellent",1,1,0
690,20,"Research & Development",4,"Bachelor",1,"Male","Laboratory Technician","Low","Single",2973,35676,1,"Excellent",1,1,0
691,31,"Research & Development",12,"Bachelor",1,"Female","Healthcare Representative","Very High","Married",5855,70260,0,"Excellent",10,9,8
692,40,"Research & Development",9,"Master",1,"Male","Research Scientist","Medium","Divorced",3617,43404,8,"Excellent",3,1,0
693,32,"Research & Development",3,"Master",1,"Female","Manufacturing Director","Low","Married",6725,80700,1,"Excellent",8,8,6
695,33,"Research & Development",1,"Bachelor",1,"Female","Healthcare Representative","Very High","Single",6949,83388,0,"Excellent",6,5,1
696,37,"Sales",1,"Master",1,"Male","Sales Executive","High","Married",10609,127308,5,"Excellent",17,14,11
697,45,"Research & Development",4,"College",1,"Male","Laboratory Technician","Medium","Married",4447,53364,1,"Excellent",9,9,0
698,29,"Sales",20,"Bachelor",1,"Female","Sales Representative","Very High","Married",2157,25884,1,"Excellent",3,3,0
699,35,"Sales",18,"Bachelor",1,"Female","Sales Executive","High","Married",4601,55212,1,"Excellent",5,5,1
700,52,"Research & Development",1,"College",1,"Male","Manager","Very High","Married",17099,205188,2,"Excellent",26,9,7
701,58,"Research & Development",2,"Bachelor",1,"Male","Research Scientist","High","Single",2479,29748,4,"Outstanding",7,1,0
702,53,"Sales",2,"College",1,"Male","Manager","High","Divorced",14852,178224,6,"Excellent",22,17,15
703,30,"Sales",8,"College",1,"Male","Sales Executive","High","Divorced",7264,87168,5,"Excellent",10,8,7
704,38,"Sales",10,"Bachelor",1,"Female","Sales Executive","Very High","Single",5666,67992,1,"Excellent",6,5,1
705,35,"Sales",3,"Master",1,"Male","Sales Executive","Very High","Divorced",7823,93876,6,"Excellent",12,10,0
706,39,"Sales",2,"Doctor",1,"Male","Sales Executive","High","Single",7880,94560,0,"Excellent",9,8,0
707,40,"Sales",24,"Bachelor",1,"Female","Sales Executive","Medium","Single",13194,158328,4,"Excellent",22,1,0
708,47,"Research & Development",16,"Master",1,"Male","Manufacturing Director","High","Divorced",5067,60804,1,"Excellent",20,19,2
709,36,"Sales",8,"Master",1,"Male","Sales Executive","Very High","Divorced",5079,60948,4,"Excellent",12,7,0
710,31,"Research & Development",9,"College",1,"Male","Research Scientist","Low","Single",2321,27852,0,"Outstanding",4,3,1
711,33,"Sales",17,"Bachelor",1,"Male","Manager","High","Single",17444,209328,1,"Excellent",10,10,6
712,29,"Research & Development",10,"Bachelor",1,"Female","Research Scientist","Low","Single",2404,28848,6,"Outstanding",3,0,0
714,45,"Research & Development",1,"Master",1,"Female","Laboratory Technician","Very High","Divorced",2270,27240,3,"Excellent",8,5,0
715,50,"Research & Development",1,"College",1,"Male","Research Director","Very High","Divorced",17399,208788,9,"Outstanding",32,5,1
716,33,"Research & Development",1,"Master",1,"Female","Healthcare Representative","Medium","Married",5488,65856,1,"Excellent",6,6,1
717,41,"Research & Development",9,"Bachelor",1,"Male","Research Director","High","Divorced",19419,233028,2,"Excellent",21,18,0
718,27,"Research & Development",16,"Master",1,"Female","Laboratory Technician","Medium","Married",2811,33732,9,"Excellent",4,2,2
719,45,"Research & Development",23,"College",1,"Male","Laboratory Technician","Low","Married",3633,43596,1,"Excellent",9,9,0
720,47,"Sales",4,"College",1,"Female","Sales Executive","Very High","Single",4163,49956,1,"Excellent",9,9,0
721,30,"Research & Development",22,"Bachelor",1,"Female","Research Scientist","High","Married",2132,25584,4,"Excellent",7,5,0
722,50,"Research & Development",24,"Bachelor",1,"Male","Manufacturing Director","High","Married",13973,167676,3,"Excellent",22,12,1
724,46,"Research & Development",7,"College",1,"Male","Manufacturing Director","High","Divorced",10845,130140,6,"Excellent",13,8,0
726,35,"Research & Development",14,"Master",1,"Male","Laboratory Technician","Medium","Divorced",3743,44916,1,"Outstanding",5,4,0
728,18,"Research & Development",5,"College",1,"Male","Research Scientist","Very High","Single",1051,12612,1,"Excellent",0,0,0
729,54,"Research & Development",17,"Bachelor",1,"Female","Manufacturing Director","High","Married",10739,128868,8,"Excellent",22,10,0
730,35,"Research & Development",25,"Master",1,"Female","Healthcare Representative","High","Divorced",10388,124656,1,"Excellent",16,16,10
731,30,"Research & Development",8,"College",1,"Female","Research Director","Low","Married",11416,136992,0,"Excellent",9,8,1
732,20,"Research & Development",11,"Bachelor",1,"Female","Research Scientist","Low","Single",2600,31200,1,"Excellent",1,1,0
733,30,"Research & Development",5,"Bachelor",1,"Female","Laboratory Technician","Medium","Single",2422,29064,0,"Excellent",4,3,1
734,26,"Research & Development",2,"College",1,"Male","Manufacturing Director","Very High","Married",5472,65664,1,"Excellent",8,8,1
736,48,"Research & Development",6,"Bachelor",1,"Male","Healthcare Representative","High","Single",4240,50880,2,"Excellent",19,2,2
737,48,"Research & Development",4,"Master",1,"Male","Healthcare Representative","High","Single",10999,131988,7,"Excellent",27,15,4
738,41,"Research & Development",7,"College",1,"Female","Manufacturing Director","High","Single",5003,60036,6,"Excellent",8,2,2
740,27,"Research & Development",2,"Master",1,"Female","Manufacturing Director","Very High","Married",4227,50724,0,"Excellent",4,3,2
741,35,"Research & Development",10,"Bachelor",1,"Male","Laboratory Technician","Very High","Divorced",3917,47004,1,"Outstanding",3,3,1
742,42,"Sales",5,"College",1,"Male","Manager","High","Married",18303,219636,6,"Excellent",21,1,0
743,50,"Research & Development",9,"Bachelor",1,"Male","Laboratory Technician","Very High","Married",2380,28560,4,"Excellent",8,1,0
744,59,"Research & Development",2,"Bachelor",1,"Female","Manufacturing Director","Very High","Single",13726,164712,3,"Excellent",30,5,4
745,37,"Research & Development",11,"College",1,"Female","Healthcare Representative","Medium","Married",4777,57324,5,"Excellent",15,1,0
746,55,"Research & Development",18,"Master",1,"Male","Healthcare Representative","Medium","Married",6385,76620,3,"Excellent",17,8,6
748,38,"Sales",3,"Master",1,"Male","Sales Executive","Very High","Single",6861,82332,8,"Excellent",19,1,0
749,26,"Sales",29,"College",1,"Male","Sales Executive","Low","Single",4969,59628,8,"Excellent",7,2,2
751,44,"Sales",28,"Bachelor",1,"Female","Sales Executive","Very High","Married",13320,159840,3,"Excellent",23,12,11
752,50,"Sales",1,"Bachelor",1,"Female","Sales Executive","High","Married",6347,76164,0,"Excellent",19,18,0
753,36,"Research & Development",16,"Master",1,"Female","Laboratory Technician","Low","Single",2743,32916,1,"Excellent",18,17,15
754,39,"Research & Development",22,"Bachelor",1,"Female","Manufacturing Director","Low","Single",10880,130560,1,"Excellent",21,21,2
756,45,"Sales",11,"College",1,"Female","Manager","Very High","Married",17650,211800,3,"Excellent",26,9,1
757,32,"Research & Development",29,"Master",1,"Female","Laboratory Technician","High","Single",4025,48300,9,"Excellent",10,8,7
758,34,"Sales",1,"Master",1,"Male","Sales Executive","Very High","Divorced",9725,116700,0,"Excellent",16,15,0
759,59,"Sales",1,"College",1,"Male","Manager","Very High","Married",11904,142848,3,"Excellent",14,6,0
760,45,"Human Resources",24,"Master",1,"Male","Human Resources","Medium","Single",2177,26124,1,"Excellent",6,6,0
761,53,"Sales",2,"Bachelor",1,"Female","Sales Executive","Medium","Married",7525,90300,2,"Excellent",30,15,6
762,36,"Research & Development",15,"Bachelor",1,"Male","Laboratory Technician","High","Divorced",4834,58008,7,"Excellent",9,1,0
763,26,"Research & Development",2,"Bachelor",1,"Male","Research Scientist","Low","Married",2042,24504,6,"Excellent",6,3,1
764,34,"Sales",10,"Master",1,"Female","Sales Representative","High","Married",2220,26640,1,"Excellent",1,1,0
766,38,"Research & Development",3,"Master",1,"Male","Research Scientist","High","Married",2821,33852,3,"Excellent",8,2,2
767,50,"Research & Development",2,"Master",1,"Male","Research Director","High","Married",19237,230844,2,"Excellent",29,8,7
768,37,"Research & Development",3,"Bachelor",1,"Female","Healthcare Representative","Medium","Single",4107,49284,3,"Excellent",8,4,0
769,40,"Sales",26,"Bachelor",1,"Male","Sales Executive","Low","Married",8396,100752,1,"Excellent",8,7,7
771,46,"Research & Development",1,"Master",1,"Male","Research Director","Very High","Divorced",19627,235524,9,"Excellent",23,2,2
772,54,"Sales",2,"Master",1,"Female","Sales Executive","High","Married",10686,128232,6,"Excellent",13,9,7
773,56,"Research & Development",9,"Bachelor",1,"Female","Research Scientist","High","Married",2942,35304,2,"Excellent",18,5,0
774,36,"Research & Development",12,"Doctor",1,"Female","Manufacturing Director","Very High","Single",8858,106296,0,"Excellent",15,14,7
776,43,"Sales",25,"Bachelor",1,"Male","Sales Executive","Very High","Divorced",10798,129576,5,"Excellent",18,1,0
777,20,"Sales",9,"Bachelor",1,"Female","Sales Representative","Very High","Single",2323,27876,1,"Excellent",2,2,0
778,21,"Research & Development",10,"Bachelor",1,"Female","Laboratory Technician","Low","Single",1416,16992,1,"Excellent",1,1,1
779,46,"Research & Development",8,"Master",1,"Female","Research Scientist","Low","Divorced",4615,55380,8,"Outstanding",19,16,1
780,51,"Research & Development",4,"Master",1,"Male","Research Scientist","High","Married",2461,29532,9,"Excellent",18,10,2
781,28,"Research & Development",24,"College",1,"Male","Healthcare Representative","Low","Single",8722,104664,1,"Excellent",10,10,1
782,26,"Research & Development",1,"College",1,"Male","Laboratory Technician","Low","Married",3955,47460,1,"Excellent",6,5,1
783,30,"Research & Development",20,"Bachelor",1,"Male","Manufacturing Director","Low","Married",9957,119484,0,"Excellent",7,6,0
784,41,"Research & Development",7,"College",1,"Female","Research Scientist","High","Married",3376,40512,1,"Excellent",10,10,0
786,40,"Research & Development",20,"Master",1,"Male","Healthcare Representative","Very High","Married",10322,123864,4,"Outstanding",14,11,11
787,27,"Research & Development",8,"Doctor",1,"Male","Laboratory Technician","High","Married",4621,55452,1,"Excellent",3,3,1
789,28,"Research & Development",10,"Bachelor",1,"Female","Research Scientist","High","Single",3660,43920,3,"Excellent",10,8,1
790,44,"Human Resources",1,"College",1,"Male","Human Resources","Low","Married",10482,125784,9,"Excellent",24,20,3
791,33,"Research & Development",5,"Bachelor",1,"Male","Healthcare Representative","Very High","Divorced",7119,85428,4,"Excellent",9,3,1
792,35,"Sales",4,"Bachelor",1,"Male","Sales Executive","Low","Single",9582,114984,0,"Outstanding",9,8,4
793,33,"Research & Development",29,"Master",1,"Female","Research Scientist","High","Single",4508,54096,1,"Outstanding",14,13,3
794,28,"Research & Development",15,"College",1,"Male","Laboratory Technician","High","Divorced",2207,26484,1,"Excellent",4,4,2
796,37,"Sales",10,"Master",1,"Female","Sales Executive","Very High","Divorced",6694,80328,2,"Excellent",8,1,0
798,26,"Research & Development",21,"Bachelor",1,"Male","Laboratory Technician","High","Divorced",2377,28524,1,"Outstanding",1,1,0
799,33,"Research & Development",25,"Bachelor",1,"Male","Research Scientist","Medium","Single",2313,27756,4,"Outstanding",5,2,2
800,42,"Research & Development",2,"College",1,"Male","Manager","Low","Married",17665,211980,0,"Excellent",23,22,13
801,28,"Research & Development",1,"Bachelor",1,"Male","Laboratory Technician","Medium","Divorced",2596,31152,1,"Excellent",1,1,0
802,50,"Sales",1,"Master",1,"Male","Sales Executive","High","Single",4728,56736,3,"Excellent",5,0,0
803,33,"Sales",7,"Bachelor",1,"Female","Sales Executive","Medium","Married",4302,51624,0,"Excellent",4,3,0
804,34,"Research & Development",3,"Master",1,"Male","Research Scientist","Very High","Married",2979,35748,3,"Excellent",6,0,0
805,48,"Research & Development",1,"Master",1,"Male","Manager","Very High","Single",16885,202620,2,"Outstanding",27,5,2
806,45,"Sales",9,"Master",1,"Female","Sales Executive","High","Married",5593,67116,1,"Excellent",15,15,4
807,52,"Research & Development",7,"Master",1,"Male","Healthcare Representative","Medium","Single",10445,125340,7,"Excellent",18,8,4
808,38,"Sales",10,"Master",1,"Male","Sales Executive","High","Divorced",8740,104880,0,"Excellent",9,8,2
809,29,"Research & Development",28,"Master",1,"Female","Research Scientist","Very High","Divorced",2514,30168,4,"Outstanding",11,7,1
810,28,"Research & Development",3,"Bachelor",1,"Female","Manufacturing Director","Medium","Divorced",7655,91860,0,"Excellent",10,9,1
812,38,"Sales",2,"College",1,"Male","Sales Executive","Medium","Single",7351,88212,7,"Excellent",10,1,0
813,43,"Research & Development",27,"Bachelor",1,"Female","Manufacturing Director","Low","Married",10820,129840,8,"Excellent",18,8,0
814,39,"Research & Development",2,"Bachelor",1,"Male","Healthcare Representative","Very High","Divorced",12169,146028,7,"Excellent",21,18,11
815,40,"Research & Development",14,"Bachelor",1,"Male","Research Director","High","Single",19626,235512,1,"Excellent",21,20,4
817,39,"Research & Development",9,"Bachelor",1,"Male","Laboratory Technician","Medium","Single",6782,81384,9,"Excellent",9,5,0
818,36,"Research & Development",18,"Master",1,"Male","Manufacturing Director","Very High","Single",7779,93348,2,"Outstanding",18,11,0
819,31,"Sales",20,"Bachelor",1,"Male","Sales Representative","Very High","Married",2791,33492,0,"Excellent",3,2,2
821,35,"Sales",11,"College",1,"Male","Sales Executive","Very High","Divorced",4968,59616,1,"Excellent",5,5,0
822,49,"Sales",8,"Master",1,"Male","Sales Executive","Medium","Married",13120,157440,6,"Excellent",22,9,2
823,34,"Research & Development",2,"College",1,"Male","Manufacturing Director","High","Single",4033,48396,2,"Excellent",5,3,0
