id,age,department,distance_from_home,education,employee_count,gender,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,performance_rating,total_working_years,years_at_company,years_since_last_promotion,yearly_income
586,23,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Low,Married,1601,1,Outstanding,1,0,0,19212
587,24,Research & Development,9,Bachelor,1,Male,Laboratory Technician,Medium,Divorced,2694,1,Excellent,1,1,0,32328
588,52,Research & Development,11,Master,1,Female,Laboratory Technician,High,Married,3149,8,Outstanding,9,5,1,37788
589,50,Research & Development,2,Bachelor,1,Male,Research Director,High,Married,17639,5,Excellent,30,4,0,211668
590,29,Research & Development,1,College,1,Female,Laboratory Technician,Low,Married,2319,1,Excellent,1,1,0,27828
591,33,Research & Development,7,Bachelor,1,Male,Research Director,High,Married,11691,0,Excellent,14,13,3,140292
592,33,Sales,16,Bachelor,1,Female,Sales Executive,Low,Single,5324,5,Excellent,6,3,0,63888
593,47,Research & Development,2,College,1,Female,Manager,Very High,Married,16752,1,Excellent,26,26,3,201024
594,36,Research & Development,1,Bachelor,1,Female,Manufacturing Director,Medium,Married,5228,0,Excellent,10,9,0,62736
595,29,Research & Development,23,College,1,Male,Research Scientist,High,Married,2700,1,Outstanding,10,10,0,32400
596,58,Research & Development,2,Master,1,Male,Research Director,Medium,Single,19246,7,Excellent,40,31,13,230952
597,35,Research & Development,1,Master,1,Female,Research Scientist,High,Single,2506,3,Excellent,7,2,2,30072
598,42,Research & Development,1,College,1,Female,Manufacturing Director,Very High,Married,6062,9,Excellent,8,4,0,72744
599,28,Research & Development,2,Master,1,Male,Research Scientist,High,Single,4382,6,Excellent,5,2,2,52584
600,36,Human Resources,13,Bachelor,1,Male,Human Resources,Medium,Married,2143,4,Excellent,8,5,0,25716
601,32,Research & Development,4,Bachelor,1,Female,Manufacturing Director,High,Married,6162,1,Excellent,14,14,6,73944
602,40,Research & Development,16,Master,1,Male,Laboratory Technician,High,Single,5094,6,Excellent,10,1,0,61128
603,30,Research & Development,2,Bachelor,1,Female,Manufacturing Director,Very High,Single,6877,5,Outstanding,12,0,0,82524
604,45,Research & Development,2,Bachelor,1,Female,Research Scientist,High,Single,2274,1,Excellent,1,1,0,27288
605,42,Research & Development,29,Bachelor,1,Male,Manufacturing Director,Medium,Married,4434,1,Excellent,10,9,7,53208
606,38,Research & Development,12,Bachelor,1,Male,Healthcare Representative,Low,Divorced,6288,2,Excellent,13,4,1,75456
607,34,Research & Development,16,Master,1,Female,Research Scientist,Very High,Single,2553,1,Excellent,6,5,1,30636
608,49,Sales,11,Bachelor,1,Female,Sales Executive,Very High,Married,7654,1,Excellent,9,9,7,91848
610,43,Research & Development,14,College,1,Male,Research Director,Low,Married,17159,6,Outstanding,22,4,1,205908
612,35,Research & Development,7,Bachelor,1,Male,Manufacturing Director,High,Single,10221,3,Outstanding,17,8,1,122652
613,28,Sales,2,Master,1,Female,Sales Executive,Medium,Married,4779,1,Outstanding,8,8,7,57348
614,34,Human Resources,3,College,1,Male,Human Resources,Very High,Married,3737,0,Excellent,4,3,0,44844
615,26,Research & Development,5,College,1,Female,Research Scientist,High,Married,2366,1,Excellent,8,8,1,28392
616,27,Research & Development,3,Bachelor,1,Male,Research Scientist,Very High,Married,1706,1,Excellent,0,0,0,20472
617,51,Sales,26,Master,1,Female,Manager,High,Married,16307,2,Excellent,29,20,4,195684
618,44,Research & Development,4,Bachelor,1,Male,Healthcare Representative,Medium,Single,5933,9,Excellent,10,5,2,71196
620,33,Sales,1,Bachelor,1,Male,Sales Executive,Low,Divorced,4037,1,Outstanding,9,9,0,48444
622,36,Sales,1,College,1,Male,Sales Executive,Very High,Married,6201,1,Excellent,18,18,4,74412
623,32,Sales,13,Master,1,Male,Sales Executive,Very High,Divorced,4403,2,Excellent,8,5,0,52836
624,30,Research & Development,5,Master,1,Male,Research Scientist,Very High,Divorced,3761,9,Excellent,10,5,0,45132
625,53,Sales,7,College,1,Female,Sales Executive,Very High,Married,10934,7,Excellent,35,5,0,131208
626,45,Sales,9,Bachelor,1,Male,Sales Executive,Low,Divorced,10761,4,Excellent,18,5,0,129132
627,32,Research & Development,8,College,1,Female,Research Scientist,High,Married,5175,5,Excellent,9,5,1,62100
628,52,Research & Development,25,Master,1,Female,Manufacturing Director,Very High,Married,13826,3,Outstanding,31,9,0,165912
629,37,Sales,16,Master,1,Male,Sales Executive,High,Divorced,6334,4,Excellent,9,1,0,76008
630,28,Human Resources,8,College,1,Male,Human Resources,Very High,Divorced,4936,1,Excellent,6,5,0,59232
631,22,Research & Development,1,College,1,Male,Manufacturing Director,Very High,Married,4775,6,Outstanding,4,2,2,57300
632,44,Research & Development,8,Master,1,Male,Laboratory Technician,Very High,Married,2818,2,Outstanding,10,3,0,33816
634,36,Human Resources,8,Bachelor,1,Male,Human Resources,Low,Married,2342,0,Outstanding,6,5,0,28104
636,35,Research & Development,9,Bachelor,1,Female,Manufacturing Director,High,Married,10685,1,Outstanding,17,17,5,128220
637,35,Research & Development,25,Master,1,Female,Research Scientist,Medium,Divorced,2022,1,Excellent,10,10,7,24264
638,32,Research & Development,1,Bachelor,1,Male,Laboratory Technician,Very High,Divorced,2314,0,Excellent,4,3,0,27768
640,49,Research & Development,1,Bachelor,1,Female,Research Scientist,Low,Married,3580,2,Excellent,7,4,0,42960
642,32,Sales,5,College,1,Male,Sales Executive,Medium,Married,6524,1,Excellent,10,10,5,78288
643,38,Sales,9,Bachelor,1,Male,Sales Representative,Medium,Married,2899,0,Excellent,3,2,1,34788
644,42,Research & Development,3,Bachelor,1,Female,Laboratory Technician,Very High,Married,5231,2,Excellent,17,5,1,62772
645,31,Research & Development,11,Master,1,Male,Research Scientist,Very High,Married,2356,3,Excellent,8,6,0,28272
646,29,Sales,1,Bachelor,1,Female,Sales Representative,High,Divorced,2800,6,Excellent,5,3,0,33600
647,53,Sales,8,Bachelor,1,Male,Sales Executive,Very High,Married,11836,5,Excellent,28,2,2,142032
648,35,Research & Development,25,Bachelor,1,Male,Manufacturing Director,Medium,Married,10903,3,Excellent,16,13,4,130836
649,37,Sales,21,College,1,Female,Sales Representative,Very High,Married,2973,5,Excellent,10,5,0,35676
650,53,Research & Development,23,Master,1,Female,Research Director,Very High,Single,14275,6,Excellent,33,12,3,171300
651,43,Research & Development,1,Bachelor,1,Female,Healthcare Representative,Very High,Married,5562,4,Excellent,12,5,2,66744
652,47,Sales,2,College,1,Female,Sales Executive,Very High,Married,4537,0,Outstanding,8,7,7,54444
653,37,Sales,19,College,1,Male,Sales Executive,Medium,Single,7642,1,Excellent,10,10,0,91704
654,50,Research & Development,2,Master,1,Male,Manager,Low,Divorced,17924,1,Excellent,31,31,14,215088
655,39,Human Resources,2,Bachelor,1,Female,Human Resources,Very High,Married,5204,8,Excellent,13,5,0,62448
656,33,Human Resources,3,College,1,Male,Human Resources,Medium,Divorced,2277,3,Excellent,7,4,0,27324
657,32,Research & Development,25,Master,1,Male,Laboratory Technician,Very High,Single,2795,1,Outstanding,1,1,0,33540
659,44,Research & Development,9,College,1,Male,Research Scientist,Low,Married,2559,1,Excellent,8,8,7,30708
660,28,Sales,5,Master,1,Male,Sales Executive,Very High,Single,4908,1,Excellent,4,4,0,58896
662,43,Research & Development,8,Bachelor,1,Female,Manufacturing Director,Medium,Divorced,4765,4,Outstanding,4,1,0,57180
663,20,Sales,2,Bachelor,1,Female,Sales Representative,High,Single,2044,1,Excellent,2,2,0,24528
666,47,Sales,2,Master,1,Female,Sales Representative,Very High,Single,3294,1,Excellent,3,3,1,39528
668,41,Research & Development,2,Master,1,Female,Laboratory Technician,Very High,Divorced,2778,4,Excellent,10,7,1,33336
669,28,Research & Development,9,Bachelor,1,Female,Research Scientist,High,Divorced,2377,5,Excellent,6,2,2,28524
670,39,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Low,Married,2404,7,Outstanding,8,2,2,28848
671,27,Research & Development,4,Bachelor,1,Female,Research Scientist,High,Single,2318,1,Excellent,1,1,0,27816
672,34,Research & Development,10,Bachelor,1,Male,Laboratory Technician,Medium,Divorced,2008,1,Excellent,1,1,1,24096
673,42,Sales,14,College,1,Female,Sales Executive,High,Single,6244,7,Excellent,10,5,0,74928
674,33,Research & Development,1,Master,1,Male,Research Scientist,Low,Single,2799,3,Excellent,6,3,0,33588
675,58,Research & Development,5,Bachelor,1,Female,Healthcare Representative,Medium,Divorced,10552,2,Excellent,24,6,0,126624
676,31,Sales,7,Master,1,Male,Sales Representative,High,Married,2329,3,Excellent,13,7,5,27948
678,49,Research & Development,8,College,1,Female,Laboratory Technician,Medium,Married,7403,4,Excellent,29,26,1,88836
679,48,Research & Development,20,Master,1,Male,Research Scientist,High,Married,2259,4,Excellent,13,0,0,27108
680,31,Sales,20,College,1,Female,Sales Executive,High,Married,6932,1,Excellent,9,9,0,83184
681,36,Research & Development,7,Master,1,Male,Research Scientist,Very High,Single,4678,2,Excellent,8,6,0,56136
682,38,Research & Development,1,Bachelor,1,Female,Research Director,Low,Married,13582,1,Excellent,15,15,5,162984
683,32,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Medium,Married,2332,6,Outstanding,5,3,0,27984
684,25,Sales,19,College,1,Male,Sales Representative,Medium,Married,2413,1,Excellent,1,1,0,28956
685,40,Sales,10,Master,1,Male,Sales Executive,Medium,Divorced,9705,2,Excellent,11,1,0,116460
686,26,Sales,1,Bachelor,1,Male,Sales Executive,Low,Single,4294,1,Excellent,7,7,0,51528
687,41,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Low,Single,4721,2,Excellent,20,18,2,56652
688,36,Research & Development,2,Master,1,Male,Laboratory Technician,High,Single,2519,4,Outstanding,16,11,3,30228
689,19,Sales,21,Bachelor,1,Male,Sales Representative,Medium,Single,2121,1,Excellent,1,1,0,25452
690,20,Research & Development,4,Bachelor,1,Male,Laboratory Technician,Low,Single,2973,1,Excellent,1,1,0,35676
691,31,Research & Development,12,Bachelor,1,Female,Healthcare Representative,Very High,Married,5855,0,Excellent,10,9,8,70260
692,40,Research & Development,9,Master,1,Male,Research Scientist,Medium,Divorced,3617,8,Excellent,3,1,0,43404
693,32,Research & Development,3,Master,1,Female,Manufacturing Director,Low,Married,6725,1,Excellent,8,8,6,80700
695,33,Research & Development,1,Bachelor,1,Female,Healthcare Representative,Very High,Single,6949,0,Excellent,6,5,1,83388
696,37,Sales,1,Master,1,Male,Sales Executive,High,Married,10609,5,Excellent,17,14,11,127308
697,45,Research & Development,4,College,1,Male,Laboratory Technician,Medium,Married,4447,1,Excellent,9,9,0,53364
698,29,Sales,20,Bachelor,1,Female,Sales Representative,Very High,Married,2157,1,Excellent,3,3,0,25884
699,35,Sales,18,Bachelor,1,Female,Sales Executive,High,Married,4601,1,Excellent,5,5,1,55212
700,52,Research & Development,1,College,1,Male,Manager,Very High,Married,17099,2,Excellent,26,9,7,205188
701,58,Research & Development,2,Bachelor,1,Male,Research Scientist,High,Single,2479,4,Outstanding,7,1,0,29748
702,53,Sales,2,College,1,Male,Manager,High,Divorced,14852,6,Excellent,22,17,15,178224
703,30,Sales,8,College,1,Male,Sales Executive,High,Divorced,7264,5,Excellent,10,8,7,87168
704,38,Sales,10,Bachelor,1,Female,Sales Executive,Very High,Single,5666,1,Excellent,6,5,1,67992
705,35,Sales,3,Master,1,Male,Sales Executive,Very High,Divorced,7823,6,Excellent,12,10,0,93876
706,39,Sales,2,Doctor,1,Male,Sales Executive,High,Single,7880,0,Excellent,9,8,0,94560
707,40,Sales,24,Bachelor,1,Female,Sales Executive,Medium,Single,13194,4,Excellent,22,1,0,158328
708,47,Research & Development,16,Master,1,Male,Manufacturing Director,High,Divorced,5067,1,Excellent,20,19,2,60804
709,36,Sales,8,Master,1,Male,Sales Executive,Very High,Divorced,5079,4,Excellent,12,7,0,60948
710,31,Research & Development,9,College,1,Male,Research Scientist,Low,Single,2321,0,Outstanding,4,3,1,27852
711,33,Sales,17,Bachelor,1,Male,Manager,High,Single,17444,1,Excellent,10,10,6,209328
712,29,Research & Development,10,Bachelor,1,Female,Research Scientist,Low,Single,2404,6,Outstanding,3,0,0,28848
714,45,Research & Development,1,Master,1,Female,Laboratory Technician,Very High,Divorced,2270,3,Excellent,8,5,0,27240
715,50,Research & Development,1,College,1,Male,Research Director,Very High,Divorced,17399,9,Outstanding,32,5,1,208788
716,33,Research & Development,1,Master,1,Female,Healthcare Representative,Medium,Married,5488,1,Excellent,6,6,1,65856
717,41,Research & Development,9,Bachelor,1,Male,Research Director,High,Divorced,19419,2,Excellent,21,18,0,233028
718,27,Research & Development,16,Master,1,Female,Laboratory Technician,Medium,Married,2811,9,Excellent,4,2,2,33732
719,45,Research & Development,23,College,1,Male,Laboratory Technician,Low,Married,3633,1,Excellent,9,9,0,43596
720,47,Sales,4,College,1,Female,Sales Executive,Very High,Single,4163,1,Excellent,9,9,0,49956
721,30,Research & Development,22,Bachelor,1,Female,Research Scientist,High,Married,2132,4,Excellent,7,5,0,25584
722,50,Research & Development,24,Bachelor,1,Male,Manufacturing Director,High,Married,13973,3,Excellent,22,12,1,167676
724,46,Research & Development,7,College,1,Male,Manufacturing Director,High,Divorced,10845,6,Excellent,13,8,0,130140
726,35,Research & Development,14,Master,1,Male,Laboratory Technician,Medium,Divorced,3743,1,Outstanding,5,4,0,44916
728,18,Research & Development,5,College,1,Male,Research Scientist,Very High,Single,1051,1,Excellent,0,0,0,12612
729,54,Research & Development,17,Bachelor,1,Female,Manufacturing Director,High,Married,10739,8,Excellent,22,10,0,128868
730,35,Research & Development,25,Master,1,Female,Healthcare Representative,High,Divorced,10388,1,Excellent,16,16,10,124656
731,30,Research & Development,8,College,1,Female,Research Director,Low,Married,11416,0,Excellent,9,8,1,136992
732,20,Research & Development,11,Bachelor,1,Female,Research Scientist,Low,Single,2600,1,Excellent,1,1,0,31200
733,30,Research & Development,5,Bachelor,1,Female,Laboratory Technician,Medium,Single,2422,0,Excellent,4,3,1,29064
734,26,Research & Development,2,College,1,Male,Manufacturing Director,Very High,Married,5472,1,Excellent,8,8,1,65664
736,48,Research & Development,6,Bachelor,1,Male,Healthcare Representative,High,Single,4240,2,Excellent,19,2,2,50880
737,48,Research & Development,4,Master,1,Male,Healthcare Representative,High,Single,10999,7,Excellent,27,15,4,131988
738,41,Research & Development,7,College,1,Female,Manufacturing Director,High,Single,5003,6,Excellent,8,2,2,60036
740,27,Research & Development,2,Master,1,Female,Manufacturing Director,Very High,Married,4227,0,Excellent,4,3,2,50724
741,35,Research & Development,10,Bachelor,1,Male,Laboratory Technician,Very High,Divorced,3917,1,Outstanding,3,3,1,47004
742,42,Sales,5,College,1,Male,Manager,High,Married,18303,6,Excellent,21,1,0,219636
743,50,Research & Development,9,Bachelor,1,Male,Laboratory Technician,Very High,Married,2380,4,Excellent,8,1,0,28560
744,59,Research & Development,2,Bachelor,1,Female,Manufacturing Director,Very High,Single,13726,3,Excellent,30,5,4,164712
745,37,Research & Development,11,College,1,Female,Healthcare Representative,Medium,Married,4777,5,Excellent,15,1,0,57324
746,55,Research & Development,18,Master,1,Male,Healthcare Representative,Medium,Married,6385,3,Excellent,17,8,6,76620
748,38,Sales,3,Master,1,Male,Sales Executive,Very High,Single,6861,8,Excellent,19,1,0,82332
749,26,Sales,29,College,1,Male,Sales Executive,Low,Single,4969,8,Excellent,7,2,2,59628
751,44,Sales,28,Bachelor,1,Female,Sales Executive,Very High,Married,13320,3,Excellent,23,12,11,159840
752,50,Sales,1,Bachelor,1,Female,Sales Executive,High,Married,6347,0,Excellent,19,18,0,76164
753,36,Research & Development,16,Master,1,Female,Laboratory Technician,Low,Single,2743,1,Excellent,18,17,15,32916
754,39,Research & Development,22,Bachelor,1,Female,Manufacturing Director,Low,Single,10880,1,Excellent,21,21,2,130560
756,45,Sales,11,College,1,Female,Manager,Very High,Married,17650,3,Excellent,26,9,1,211800
757,32,Research & Development,29,Master,1,Female,Laboratory Technician,High,Single,4025,9,Excellent,10,8,7,48300
758,34,Sales,1,Master,1,Male,Sales Executive,Very High,Divorced,9725,0,Excellent,16,15,0,116700
759,59,Sales,1,College,1,Male,Manager,Very High,Married,11904,3,Excellent,14,6,0,142848
760,45,Human Resources,24,Master,1,Male,Human Resources,Medium,Single,2177,1,Excellent,6,6,0,26124
761,53,Sales,2,Bachelor,1,Female,Sales Executive,Medium,Married,7525,2,Excellent,30,15,6,90300
762,36,Research & Development,15,Bachelor,1,Male,Laboratory Technician,High,Divorced,4834,7,Excellent,9,1,0,58008
763,26,Research & Development,2,Bachelor,1,Male,Research Scientist,Low,Married,2042,6,Excellent,6,3,1,24504
764,34,Sales,10,Master,1,Female,Sales Representative,High,Married,2220,1,Excellent,1,1,0,26640
766,38,Research & Development,3,Master,1,Male,Research Scientist,High,Married,2821,3,Excellent,8,2,2,33852
767,50,Research & Development,2,Master,1,Male,Research Director,High,Married,19237,2,Excellent,29,8,7,230844
768,37,Research & Development,3,Bachelor,1,Female,Healthcare Representative,Medium,Single,4107,3,Excellent,8,4,0,49284
769,40,Sales,26,Bachelor,1,Male,Sales Executive,Low,Married,8396,1,Excellent,8,7,7,100752
771,46,Research & Development,1,Master,1,Male,Research Director,Very High,Divorced,19627,9,Excellent,23,2,2,235524
772,54,Sales,2,Master,1,Female,Sales Executive,High,Married,10686,6,Excellent,13,9,7,128232
773,56,Research & Development,9,Bachelor,1,Female,Research Scientist,High,Married,2942,2,Excellent,18,5,0,35304
774,36,Research & Development,12,Doctor,1,Female,Manufacturing Director,Very High,Single,8858,0,Excellent,15,14,7,106296
776,43,Sales,25,Bachelor,1,Male,Sales Executive,Very High,Divorced,10798,5,Excellent,18,1,0,129576
777,20,Sales,9,Bachelor,1,Female,Sales Representative,Very High,Single,2323,1,Excellent,2,2,0,27876
778,21,Research & Development,10,Bachelor,1,Female,Laboratory Technician,Low,Single,1416,1,Excellent,1,1,1,16992
779,46,Research & Development,8,Master,1,Female,Research Scientist,Low,Divorced,4615,8,Outstanding,19,16,1,55380
780,51,Research & Development,4,Master,1,Male,Research Scientist,High,Married,2461,9,Excellent,18,10,2,29532
781,28,Research & Development,24,College,1,Male,Healthcare Representative,Low,Single,8722,1,Excellent,10,10,1,104664
782,26,Research & Development,1,College,1,Male,Laboratory Technician,Low,Married,3955,1,Excellent,6,5,1,47460
783,30,Research & Development,20,Bachelor,1,Male,Manufacturing Director,Low,Married,9957,0,Excellent,7,6,0,119484
784,41,Research & Development,7,College,1,Female,Research Scientist,High,Married,3376,1,Excellent,10,10,0,40512
786,40,Research & Development,20,Master,1,Male,Healthcare Representative,Very High,Married,10322,4,Outstanding,14,11,11,123864
787,27,Research & Development,8,Doctor,1,Male,Laboratory Technician,High,Married,4621,1,Excellent,3,3,1,55452
789,28,Research & Development,10,Bachelor,1,Female,Research Scientist,High,Single,3660,3,Excellent,10,8,1,43920
790,44,Human Resources,1,College,1,Male,Human Resources,Low,Married,10482,9,Excellent,24,20,3,125784
791,33,Research & Development,5,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,7119,4,Excellent,9,3,1,85428
792,35,Sales,4,Bachelor,1,Male,Sales Executive,Low,Single,9582,0,Outstanding,9,8,4,114984
793,33,Research & Development,29,Master,1,Female,Research Scientist,High,Single,4508,1,Outstanding,14,13,3,54096
794,28,Research & Development,15,College,1,Male,Laboratory Technician,High,Divorced,2207,1,Excellent,4,4,2,26484
796,37,Sales,10,Master,1,Female,Sales Executive,Very High,Divorced,6694,2,Excellent,8,1,0,80328
798,26,Research & Development,21,Bachelor,1,Male,Laboratory Technician,High,Divorced,2377,1,Outstanding,1,1,0,28524
799,33,Research & Development,25,Bachelor,1,Male,Research Scientist,Medium,Single,2313,4,Outstanding,5,2,2,27756
800,42,Research & Development,2,College,1,Male,Manager,Low,Married,17665,0,Excellent,23,22,13,211980
801,28,Research & Development,1,Bachelor,1,Male,Laboratory Technician,Medium,Divorced,2596,1,Excellent,1,1,0,31152
802,50,Sales,1,Master,1,Male,Sales Executive,High,Single,4728,3,Excellent,5,0,0,56736
803,33,Sales,7,Bachelor,1,Female,Sales Executive,Medium,Married,4302,0,Excellent,4,3,0,51624
804,34,Research & Development,3,Master,1,Male,Research Scientist,Very High,Married,2979,3,Excellent,6,0,0,35748
805,48,Research & Development,1,Master,1,Male,Manager,Very High,Single,16885,2,Outstanding,27,5,2,202620
806,45,Sales,9,Master,1,Female,Sales Executive,High,Married,5593,1,Excellent,15,15,4,67116
807,52,Research & Development,7,Master,1,Male,Healthcare Representative,Medium,Single,10445,7,Excellent,18,8,4,125340
808,38,Sales,10,Master,1,Male,Sales Executive,High,Divorced,8740,0,Excellent,9,8,2,104880
809,29,Research & Development,28,Master,1,Female,Research Scientist,Very High,Divorced,2514,4,Outstanding,11,7,1,30168
810,28,Research & Development,3,Bachelor,1,Female,Manufacturing Director,Medium,Divorced,7655,0,Excellent,10,9,1,91860
812,38,Sales,2,College,1,Male,Sales Executive,Medium,Single,7351,7,Excellent,10,1,0,88212
813,43,Research & Development,27,Bachelor,1,Female,Manufacturing Director,Low,Married,10820,8,Excellent,18,8,0,129840
814,39,Research & Development,2,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,12169,7,Excellent,21,18,11,146028
815,40,Research & Development,14,Bachelor,1,Male,Research Director,High,Single,19626,1,Excellent,21,20,4,235512
817,39,Research & Development,9,Bachelor,1,Male,Laboratory Technician,Medium,Single,6782,9,Excellent,9,5,0,81384
818,36,Research & Development,18,Master,1,Male,Manufacturing Director,Very High,Single,7779,2,Outstanding,18,11,0,93348
819,31,Sales,20,Bachelor,1,Male,Sales Representative,Very High,Married,2791,0,Excellent,3,2,2,33492
821,35,Sales,11,College,1,Male,Sales Executive,Very High,Divorced,4968,1,Excellent,5,5,0,59616
822,49,Sales,8,Master,1,Male,Sales Executive,Medium,Married,13120,6,Excellent,22,9,2,157440
823,34,Research & Development,2,College,1,Male,Manufacturing Director,High,Single,4033,2,Excellent,5,3,0,48396
824,29,Research & Development,10,Bachelor,1,Female,Research Scientist,Medium,Divorced,3291,0,Excellent,8,7,1,39492
825,42,Research & Development,29,Bachelor,1,Male,Laboratory Technician,Very High,Single,4272,4,Excellent,16,1,0,51264
827,38,Human Resources,1,Bachelor,1,Male,Human Resources,High,Married,2844,1,Excellent,7,7,5,34128
828,28,Research & Development,6,Bachelor,1,Male,Research Scientist,High,Divorced,2703,1,Excellent,3,3,0,32436
830,33,Sales,9,Master,1,Female,Sales Executive,Low,Single,8224,0,Excellent,6,5,0,98688
831,41,Research & Development,12,Master,1,Male,Laboratory Technician,Very High,Married,4766,3,Excellent,6,1,0,57192
832,31,Research & Development,15,Bachelor,1,Male,Laboratory Technician,High,Married,2610,1,Excellent,2,2,2,31320
833,37,Research & Development,25,College,1,Female,Healthcare Representative,Very High,Divorced,5731,7,Excellent,9,6,1,68772
834,27,Research & Development,6,Bachelor,1,Male,Research Scientist,High,Married,2539,1,Excellent,4,4,2,30468
836,35,Human Resources,8,Master,1,Male,Human Resources,High,Single,4323,1,Excellent,6,5,1,51876
838,40,Research & Development,9,Master,1,Female,Research Director,High,Single,13499,9,Excellent,20,18,2,161988
839,42,Sales,12,Bachelor,1,Male,Sales Executive,Low,Single,13758,0,Excellent,22,21,13,165096
840,42,Sales,4,Master,1,Male,Sales Executive,Low,Single,5155,7,Excellent,9,6,1,61860
841,35,Research & Development,1,Master,1,Male,Laboratory Technician,High,Married,2258,6,Excellent,10,8,1,27096
842,24,Research & Development,24,Bachelor,1,Male,Laboratory Technician,Medium,Single,3597,8,Outstanding,6,4,1,43164
844,26,Research & Development,3,Master,1,Male,Laboratory Technician,Very High,Married,4420,1,Outstanding,8,8,0,53040
845,30,Sales,10,Bachelor,1,Male,Sales Executive,High,Married,6578,1,Excellent,10,10,1,78936
846,40,Research & Development,26,College,1,Female,Research Scientist,Very High,Married,4422,3,Excellent,16,1,0,53064
847,35,Research & Development,2,Bachelor,1,Male,Manufacturing Director,Medium,Divorced,10274,2,Excellent,15,7,6,123288
848,34,Research & Development,1,Bachelor,1,Male,Healthcare Representative,Low,Single,5343,0,Outstanding,14,13,4,64116
849,35,Research & Development,4,Master,1,Male,Laboratory Technician,Very High,Married,2376,1,Excellent,2,2,2,28512
850,43,Sales,9,Bachelor,1,Female,Sales Executive,High,Single,5346,8,Excellent,7,4,1,64152
852,56,Research & Development,4,Master,1,Female,Manager,Low,Divorced,19943,4,Excellent,28,5,4,239316
854,19,Research & Development,9,College,1,Male,Research Scientist,Low,Single,2552,1,Outstanding,1,1,0,30624
855,45,Research & Development,7,Bachelor,1,Female,Research Scientist,High,Married,4477,4,Excellent,7,3,0,53724
856,37,Research & Development,1,Bachelor,1,Female,Manufacturing Director,Very High,Married,6474,1,Excellent,14,14,3,77688
857,20,Research & Development,3,Bachelor,1,Male,Laboratory Technician,High,Single,3033,1,Excellent,2,2,1,36396
858,44,Research & Development,10,Master,1,Male,Research Scientist,High,Single,2936,1,Excellent,6,6,0,35232
859,53,Research & Development,7,College,1,Female,Manager,High,Divorced,18606,3,Excellent,26,7,4,223272
861,22,Research & Development,3,Master,1,Male,Research Scientist,Very High,Married,2853,0,Excellent,1,0,0,34236
862,46,Sales,2,Bachelor,1,Female,Manager,Low,Married,17048,8,Outstanding,28,26,15,204576
863,44,Research & Development,17,Bachelor,1,Male,Research Scientist,High,Single,2290,2,Excellent,6,0,0,27480
864,33,Human Resources,2,Bachelor,1,Male,Human Resources,High,Married,3600,1,Excellent,5,5,1,43200
865,41,Research & Development,5,College,1,Male,Research Scientist,Low,Divorced,2107,6,Excellent,5,1,0,25284
866,30,Sales,29,Master,1,Male,Sales Executive,Low,Divorced,4115,8,Excellent,8,4,0,49380
867,40,Sales,2,Master,1,Male,Sales Executive,Medium,Married,4327,5,Excellent,5,0,0,51924
868,50,Research & Development,2,Bachelor,1,Female,Manager,Low,Married,17856,2,Outstanding,32,2,2,214272
869,28,Research & Development,19,Master,1,Male,Laboratory Technician,Low,Married,3196,1,Excellent,6,6,3,38352
870,46,Research & Development,15,College,1,Male,Research Director,Medium,Married,19081,5,Excellent,25,4,0,228972
871,35,Sales,17,Master,1,Male,Sales Executive,Low,Married,8966,3,Excellent,15,7,1,107592
872,24,Research & Development,17,College,1,Female,Laboratory Technician,Medium,Married,2210,1,Excellent,1,1,0,26520
873,33,Sales,25,Bachelor,1,Female,Sales Executive,High,Married,4539,1,Excellent,10,10,0,54468
874,36,Research & Development,6,Master,1,Male,Laboratory Technician,High,Divorced,2741,1,Excellent,7,7,1,32892
875,30,Research & Development,7,Master,1,Male,Laboratory Technician,High,Divorced,3491,1,Excellent,10,10,8,41892
876,44,Research & Development,29,Master,1,Male,Research Scientist,Very High,Single,4541,1,Outstanding,20,20,13,54492
877,20,Sales,21,Bachelor,1,Male,Sales Representative,Very High,Single,2678,1,Excellent,2,2,2,32136
878,46,Research & Development,2,Master,1,Male,Manufacturing Director,Very High,Divorced,7379,2,Excellent,12,6,1,88548
879,42,Human Resources,2,Doctor,1,Male,Human Resources,Low,Married,6272,7,Excellent,10,4,0,75264
880,60,Sales,7,Master,1,Male,Sales Executive,Very High,Divorced,5220,0,Excellent,12,11,1,62640
881,32,Research & Development,13,Bachelor,1,Female,Laboratory Technician,Medium,Married,2743,1,Outstanding,2,2,2,32916
882,32,Research & Development,2,College,1,Female,Research Scientist,High,Single,4998,4,Excellent,10,8,0,59976
883,36,Research & Development,1,Bachelor,1,Female,Manufacturing Director,Low,Divorced,10252,2,Outstanding,17,7,7,123024
884,33,Research & Development,9,Bachelor,1,Male,Research Scientist,Very High,Married,2781,0,Excellent,15,14,4,33372
885,40,Sales,10,Bachelor,1,Female,Sales Executive,Medium,Divorced,6852,7,Excellent,7,5,1,82224
